id,franking_percentage,notes,payable_date,dividend_per_share,ex_dividend_date,dividend_date,symbol,dividend_type
,1.0,,2016-10-21,0.012,2016-04-10,,CAM,Interim
,1.0,,2017-01-25,0.012,2017-03-01,,CAM,Interim
,1.0,,2017-10-27,0.0125,2017-03-10,,CAM,Interim
,1.0,,2017-04-28,0.012,2017-04-04,,CAM,Interim
,1.0,,2017-07-28,0.0125,2017-06-07,,CAM,Final
,1.0,,2018-01-25,0.0125,2018-03-01,,CAM,Interim
,1.0,,2018-04-27,0.0125,2018-03-04,,CAM,Interim
,1.0,,2015-11-27,0.015,2015-11-18,,CBC,Final
,1.0,,2016-05-27,0.016,2016-05-18,,CBC,Interim
,1.0,,2016-11-24,0.015,2016-11-16,,CBC,Final
,1.0,,2017-05-25,0.01,2017-05-16,,CBC,Interim
,1.0,,2017-11-16,0.0155,2017-07-11,,CBC,Final
,1.0,,2018-05-24,0.015,2018-03-05,,CBC,Interim
,0.0,,2016-03-31,0.1,2016-02-25,,CD1,Interim
,0.0,,2016-01-08,0.11,2016-06-29,,CD1,Interim
,0.0,,2017-06-14,0.3,2017-01-06,,CD1,Interim
,0.0,"18C SPECIAL; UNFRANK ED, NIL CFI",2017-11-21,0.18,2017-11-13,2017-11-14,CD1,Interim
,0.0,,2016-03-31,0.07,2016-02-25,,CD2,Interim
,0.0,,2016-01-08,0.08,2016-06-29,,CD2,Interim
,0.0,,2017-06-14,0.1,2017-01-06,,CD2,Interim
,0.0,23C SPECIAL,2017-11-21,0.23,2017-11-13,2017-11-14,CD2,Interim
,1.0,,2007-10-18,0.03,2007-09-27,,CDM,Final
,1.0,,2007-04-27,0.03,2007-12-04,,CDM,Interim
,1.0,,2008-09-04,0.025,2008-03-27,,CDM,Interim
,1.0,,2009-08-25,0.02,2009-08-14,,CDM,Final
,1.0,,2010-03-18,0.02,2010-04-03,,CDM,Interim
,1.0,,2010-06-24,0.02,2010-11-06,,CDM,Final
,1.0,,2011-03-14,0.03,2011-01-03,,CDM,Interim
,1.0,,2011-06-10,0.06,2011-09-22,,CDM,Final
,1.0,,2012-02-04,0.045,2012-03-19,,CDM,Interim
,1.0,,2012-10-29,0.08,2012-10-15,,CDM,Final
,1.0,,2013-04-30,0.06,2013-04-17,,CDM,Interim
,1.0,,2013-09-30,0.05,2013-09-16,,CDM,Final
,1.0,,2014-04-24,0.05,2014-09-04,,CDM,Interim
,1.0,,2014-09-30,0.05,2014-09-17,,CDM,Final
,1.0,,2015-10-04,0.05,2015-03-25,,CDM,Interim
,1.0,,2015-10-29,0.06,2015-10-20,,CDM,Final
,1.0,,2016-12-05,0.05,2016-04-27,,CDM,Interim
,1.0,,2016-10-27,0.04,2016-10-18,,CDM,Final
,1.0,,2017-09-18,0.04,2017-08-09,,CDM,Final
,1.0,,2017-04-28,0.04,2017-12-04,,CDM,Interim
,1.0,,2018-04-23,0.04,2018-09-04,,CDM,Interim
,0.0,,1997-08-14,0.043,1997-06-24,,CDP,Final
,0.0,,1998-04-02,0.0415,1997-12-23,,CDP,Interim
,0.0,,1998-07-08,0.0387,1998-06-24,,CDP,Final
,0.0,,1999-08-02,0.0356,1998-12-21,,CDP,Interim
,0.0,,1999-08-13,0.0446,1999-06-24,,CDP,Final
,0.0,,2000-02-28,0.0751,1999-12-21,,CDP,Interim
,0.0,,2000-08-31,0.0793,2000-06-26,,CDP,Final
,0.0,,2001-02-28,0.0724,2000-12-20,,CDP,Interim
,0.0,,2001-08-31,0.08539999999999999,2001-06-25,,CDP,Final
,0.0,,2002-02-28,0.08109999999999999,2001-12-21,,CDP,Interim
,0.0,,2002-08-30,0.0824,2002-06-24,,CDP,Final
,0.0,,2003-02-28,0.0877,2002-12-23,,CDP,Interim
,0.0,,2003-08-29,0.08800000000000001,2003-06-24,,CDP,Final
,0.0,,2004-02-27,0.09210000000000002,2003-12-23,,CDP,Interim
,0.0,,2004-08-31,0.0922,2004-06-24,,CDP,Final
,0.0,,2005-02-28,0.10400000000000001,2004-12-23,,CDP,Interim
,0.0,,2005-08-31,0.1076,2005-06-24,,CDP,Final
,0.0,,2006-02-28,0.1091,2005-12-22,,CDP,Interim
,0.0,,2006-08-31,0.12029999999999999,2006-06-26,,CDP,Final
,0.0,,2007-02-28,0.121,2006-12-21,,CDP,Interim
,0.0,,2007-08-31,0.12710000000000002,2007-06-25,,CDP,Final
,0.0,,2008-02-29,0.1277,2007-12-21,,CDP,Interim
,0.0,,2008-08-29,0.1292,2008-06-24,,CDP,Final
,0.0,,2009-02-27,0.1295,2008-12-23,,CDP,Interim
,0.0,,2009-08-31,0.136,2009-06-24,,CDP,Final
,0.0,,2010-02-26,0.1361,2009-12-23,,CDP,Interim
,0.0,,2010-08-31,0.1417,2010-06-24,,CDP,Final
,0.03,,2011-02-28,0.139,2010-12-23,,CDP,Interim
,0.03,,2011-08-31,0.139,2011-06-24,,CDP,Final
,0.0,,2012-02-29,0.139,2011-12-22,,CDP,Interim
,0.0,,2012-08-31,0.139,2012-06-25,,CDP,Final
,0.0,,2013-02-28,0.139,2012-12-21,,CDP,Interim
,0.02,,2013-08-30,0.14800000000000002,2013-06-24,,CDP,Final
,0.0,,2014-02-28,0.151,2013-12-23,,CDP,Interim
,0.0,,2014-08-29,0.159,2014-06-26,,CDP,Final
,0.0,,2015-02-27,0.1699,2014-12-29,,CDP,Interim
,0.0,,2015-08-31,0.17980000000000002,2015-06-26,,CDP,Final
,0.0,,2016-02-29,0.196,2015-12-29,,CDP,Interim
,0.07,,2016-08-31,0.1961,2016-06-29,,CDP,Final
,0.0,,2017-02-28,0.201,2016-12-29,,CDP,Interim
,0.05,1.028579C FR@30%; 7. 551331C TAX DEF,2017-08-31,0.201,2017-06-29,2017-06-30,CDP,Final
,0.0,,2018-02-28,0.201,2017-12-28,2017-12-29,CDP,Interim
,0.0,,2006-02-28,0.0373,2005-12-22,,CHC,Interim
,0.0,,2006-08-30,0.0383,2006-06-26,,CHC,Final
,0.0,,2007-02-28,0.04769999999999999,2006-12-21,,CHC,Interim
,0.0,,2007-08-31,0.0567,2007-06-25,,CHC,Final
,0.0,,2008-02-29,0.063,2007-12-21,,CHC,Interim
,0.0,,2008-08-29,0.063,2008-06-24,,CHC,Final
,0.0,,2009-02-27,0.039599999999999996,2008-12-23,,CHC,Interim
,0.0,,2009-08-28,0.01,2009-06-24,,CHC,Final
,0.0,,2010-02-26,0.016,2009-12-23,,CHC,Interim
,0.0,,2010-08-27,0.016,2010-06-24,,CHC,Final
,0.0,,2011-02-28,0.08,2010-12-23,,CHC,Interim
,0.0,,2011-08-25,0.085,2011-06-24,,CHC,Final
,0.0,,2012-02-23,0.091,2011-12-22,,CHC,Interim
,0.0,,2012-08-28,0.091,2012-06-25,,CHC,Final
,0.0,,2013-02-26,0.098,2012-12-21,,CHC,Interim
,0.0,,2013-08-28,0.10400000000000001,2013-06-24,,CHC,Final
,0.0,,2014-02-25,0.11,2013-12-23,,CHC,Interim
,0.0,,2014-08-29,0.113,2014-06-26,,CHC,Final
,0.0,,2015-02-25,0.121,2014-12-29,,CHC,Interim
,0.0,,2015-08-31,0.121,2015-06-26,,CHC,Final
,0.0,,2016-02-26,0.133,2015-12-29,,CHC,Interim
,0.0,,2016-08-25,0.136,2016-06-29,,CHC,Final
,0.0,,2017-02-28,0.14400000000000002,2016-12-29,,CHC,Interim
,0.0,DRP SUSPENDED,2017-08-31,0.156,2017-06-29,2017-06-30,CHC,Final
,0.4,6.2C FRANKED@30%;9.4 C TAX DEF; DRP SUSP,2018-02-28,0.156,2017-12-28,2017-12-29,CHC,Interim
,0.5,,2016-03-24,0.03,2016-02-17,,CIE,Interim
,0.5,,2016-09-28,0.035,2016-09-13,,CIE,Final
,0.5,,2017-03-29,0.03,2017-02-27,,CIE,Interim
,0.5,1.75C FRANKED @ 30%;  NIL CFI; DRP,2017-05-10,0.035,2017-09-25,2017-09-26,CIE,Final
,0.5,,2017-12-21,0.016,2017-11-12,,CIE,Interim
,0.5,,2018-04-20,0.016,2018-10-04,,CIE,Interim
,1.0,,1994-06-05,0.1,1994-06-05,,CIN,Interim
,1.0,,1995-02-05,0.12,1995-02-05,,CIN,Interim
,1.0,,1995-12-12,0.13,1995-11-17,,CIN,Final
,1.0,,1996-10-16,0.37,1996-09-23,,CIN,Final
,1.0,,1997-02-10,0.22,1997-09-18,,CIN,Final
,1.0,,1998-02-10,0.27,1998-09-15,,CIN,Final
,1.0,,1999-04-14,0.15,1999-03-23,,CIN,Interim
,1.0,,1999-04-10,0.2,1999-09-20,,CIN,Final
,1.0,,2000-04-17,0.18,2000-03-23,,CIN,Interim
,1.0,,2000-04-10,0.22,2000-09-18,,CIN,Final
,0.0,,2001-05-17,0.1,2001-08-05,,CIN,Interim
,1.0,,2001-09-14,0.15,2001-08-30,,CIN,Final
,1.0,,2002-03-21,0.15,2002-04-03,,CIN,Interim
,1.0,,2002-06-09,0.2,2002-08-21,,CIN,Final
,1.0,,2003-03-20,0.17,2003-02-27,,CIN,Interim
,1.0,,2003-05-09,0.25,2003-08-19,,CIN,Final
,1.0,,2004-03-19,0.18,2004-01-03,,CIN,Interim
,1.0,,2004-09-17,0.28,2004-01-09,,CIN,Final
,1.0,,2005-03-03,0.19,2005-02-14,,CIN,Interim
,1.0,,2005-09-16,0.31,2005-08-30,,CIN,Final
,1.0,,2006-07-03,0.21,2006-02-15,,CIN,Interim
,1.0,,2006-09-19,0.33,2006-08-30,,CIN,Final
,1.0,,2007-09-19,0.36,2007-08-30,,CIN,Final
,1.0,,2007-07-03,0.24,2007-12-02,,CIN,Interim
,1.0,,2008-07-03,0.27,2008-02-13,,CIN,Interim
,1.0,,2008-09-24,0.4,2008-03-09,,CIN,Final
,1.0,,2009-03-18,0.27,2009-02-26,,CIN,Interim
,1.0,,2009-09-15,0.4,2009-08-26,,CIN,Final
,1.0,,2010-03-18,0.27,2010-02-25,,CIN,Interim
,1.0,,2010-09-15,0.4,2010-08-26,,CIN,Final
,1.0,,2011-03-24,0.3,2011-03-03,,CIN,Interim
,1.0,,2011-09-21,0.48,2011-08-31,,CIN,Final
,1.0,,2012-03-22,0.32,2012-01-03,,CIN,Interim
,1.0,,2012-09-19,0.52,2012-08-29,,CIN,Final
,1.0,,2013-03-21,0.34,2013-02-28,,CIN,Interim
,1.0,,2013-09-18,0.58,2013-08-28,,CIN,Final
,1.0,,2014-03-20,0.37,2014-02-27,,CIN,Interim
,1.0,,2014-09-17,0.63,2014-08-29,,CIN,Final
,1.0,,2015-03-19,0.43,2015-02-03,,CIN,Interim
,1.0,,2015-09-21,0.65,2015-08-31,,CIN,Final
,1.0,,2016-03-21,0.46,2016-02-03,,CIN,Interim
,1.0,,2016-09-26,0.75,2016-08-31,,CIN,Final
,1.0,,2017-03-20,0.48,2017-02-28,,CIN,Interim
,1.0,68C FRANKED @30%; DR P SUSPENDED,2017-09-25,0.68,2017-08-31,2017-09-01,CIN,Final
,1.0,51C FRANKED @30%; DR P SUSPENDED,2018-03-20,0.51,2018-02-28,2018-03-01,CIN,Interim
,0.0,,2017-02-28,0.034,2016-12-29,,CLW,Interim
,0.0,,2017-05-15,0.064,2017-03-30,,CLW,Interim
,0.0,5.2213C TAX DEFERRED ; DRP,2017-08-14,0.064,2017-06-29,2017-06-30,CLW,Final
,0.0,,2017-11-15,0.065,2017-09-26,,CLW,Q1
,0.0,DRP,2017-11-15,0.065,2017-09-28,2017-09-29,CLW,Interim
,0.0,DRP SUSPENDED,2018-02-14,0.065,2017-12-28,2017-12-29,CLW,Interim
,0.0,DRP SUSPENDED,2018-05-15,0.066,2018-03-28,2018-03-29,CLW,Interim
,0.0,,2015-04-24,0.0506,2015-04-20,,CMA,Interim
,0.0,,2015-12-08,0.0416,2015-06-26,,CMA,Final
,0.0,,2015-11-11,0.0425,2015-09-28,,CMA,Interim
,0.0,,2016-12-02,0.0425,2015-12-29,,CMA,Interim
,0.0,,2016-12-05,0.0425,2016-03-30,,CMA,Interim
,0.0,,2016-12-08,0.0425,2016-06-29,,CMA,Final
,0.0,,2016-10-28,0.0437,2016-09-29,,CMA,Interim
,0.0,,2017-01-30,0.0437,2016-12-29,,CMA,Interim
,0.0,,2017-04-28,0.0437,2017-03-29,,CMA,Interim
,0.0,EST 4.375C; DRP SUSP ENDED,2017-07-28,0.0437,2017-06-27,2017-06-28,CMA,Final
,0.0,DRP,2017-10-31,0.0452,2017-09-28,2017-09-29,CMA,Interim
,0.0,DRP,2018-01-31,0.0452,2017-12-28,2017-12-29,CMA,Interim
,0.0,DRP SUSPENDED,2018-04-27,0.0452,2018-03-28,2018-03-29,CMA,Interim
,0.33,,2005-11-15,0.015,2005-10-26,,CMW,Final
,0.33,,2006-12-10,0.045,2006-09-28,,CMW,Final
,0.0,,2006-12-18,0.001,2006-12-12,,CMW,Interim
,0.0,,2007-05-21,0.015,2007-03-28,,CMW,Interim
,0.0,,2007-03-20,0.015,2007-06-02,,CMW,Interim
,0.12,,2007-08-31,0.0225,2007-06-25,,CMW,Final
,0.12,,2007-08-31,0.0225,2007-07-24,,CMW,Q4
,0.0,,2007-11-15,0.025,2007-09-25,,CMW,Interim
,0.0,,2008-02-15,0.025,2007-12-21,,CMW,Interim
,0.0,,2008-05-15,0.025,2008-03-25,,CMW,Interim
,0.2,,2008-08-29,0.025,2008-06-24,,CMW,Final
,0.0,,2008-11-14,0.025,2008-09-25,,CMW,Interim
,0.0,,2009-02-16,0.025,2008-12-23,,CMW,Interim
,0.0,,2009-05-15,0.025,2009-06-04,,CMW,Interim
,0.0,,2009-08-31,0.015,2009-06-24,,CMW,Final
,0.0,,2009-11-16,0.02,2009-09-29,,CMW,Interim
,0.0,,2010-02-15,0.02,2009-12-23,,CMW,Interim
,0.0,,2010-05-14,0.02,2010-03-30,,CMW,Interim
,0.0,,2010-08-31,0.02,2010-06-24,,CMW,Final
,0.0,,2010-11-17,0.0175,2010-08-10,,CMW,Interim
,0.0,,2011-02-16,0.0175,2010-12-23,,CMW,Interim
,0.0,,2011-05-18,0.0175,2011-03-25,,CMW,Interim
,0.0,,2011-08-19,0.0175,2011-06-24,,CMW,Final
,0.0,,2011-11-16,0.0175,2011-09-27,,CMW,Interim
,0.0,,2012-02-15,0.0175,2011-12-22,,CMW,Interim
,0.0,,2012-11-14,0.0181,2012-01-10,,CMW,Q1
,0.0,,2012-05-16,0.0175,2012-03-26,,CMW,Interim
,0.0,,2012-08-16,0.0175,2012-06-25,,CMW,Final
,0.0,,2012-11-14,0.0181,2012-09-28,,CMW,Interim
,0.0,,2013-02-13,0.0181,2012-12-21,,CMW,Interim
,0.0,,2013-02-13,0.0181,2012-12-25,,CMW,Q2
,0.0,,2013-05-15,0.0181,2013-03-22,,CMW,Interim
,0.0,,2013-08-15,0.0181,2013-06-24,,CMW,Final
,0.0,,2013-11-13,0.018799999999999997,2013-09-24,,CMW,Interim
,0.0,,2014-12-02,0.018799999999999997,2013-12-23,,CMW,Interim
,0.0,,2014-05-14,0.0194,2014-03-25,,CMW,Interim
,0.0,,2014-08-14,0.0194,2014-06-26,,CMW,Final
,0.0,,2014-12-11,0.0194,2014-09-26,,CMW,Interim
,0.0,,2015-11-02,0.0194,2014-12-29,,CMW,Interim
,0.0,,2015-05-13,0.0199,2015-03-27,,CMW,Interim
,0.0,,2015-08-13,0.0199,2015-06-26,,CMW,Final
,0.0,,2015-11-11,0.0199,2015-09-28,,CMW,Interim
,0.0,,2016-10-02,0.0199,2015-12-29,,CMW,Interim
,0.0,,2016-11-05,0.021099999999999997,2016-03-30,,CMW,Interim
,0.0,,2016-08-18,0.021099999999999997,2016-06-29,,CMW,Final
,0.0,,2016-11-16,0.0209,2016-09-29,,CMW,Interim
,0.0,,2017-02-15,0.0209,2016-12-29,,CMW,Interim
,0.0,,2017-05-17,0.0209,2017-03-30,,CMW,Interim
,0.0,0.000167C FR@30%; 0. 608726C TAX DEF;DRP,2017-08-18,0.0209,2017-06-29,2017-06-30,CMW,Final
,0.0,DRP NIL DISCOUNT,2017-11-17,0.0209,2017-09-28,2017-09-29,CMW,Interim
,0.0,DRP NIL DISCOUNT,2018-02-23,0.0209,2017-12-28,2017-12-29,CMW,Interim
,0.0,DRP NIL DISCOUNT,2018-05-25,0.0209,2018-03-28,2018-03-29,CMW,Interim
,0.0,,1996-12-08,0.056100000000000004,1996-06-23,,CQR,Final
,0.0,,1997-07-02,0.0455,1996-12-23,,CQR,Interim
,0.0,,1997-05-08,0.0575,1997-06-24,,CQR,Final
,0.0,,1998-12-02,0.06,1997-12-23,,CQR,Interim
,0.0,,1998-10-08,0.06,1998-06-24,,CQR,Final
,0.0,,1999-10-02,0.0616,1998-12-23,,CQR,Interim
,0.0,,1999-10-08,0.065,1999-06-24,,CQR,Final
,0.0,,2000-10-02,0.065,1999-12-24,,CQR,Interim
,0.0,,2000-10-08,0.0655,2000-06-26,,CQR,Final
,0.0,,2001-09-02,0.0655,2000-12-20,,CQR,Interim
,0.0,,2001-10-08,0.0655,2001-06-25,,CQR,Final
,0.0,,2002-08-02,0.067,2001-12-21,,CQR,Interim
,0.0,,2002-09-08,0.067,2002-06-24,,CQR,Final
,0.0,,2003-02-13,0.0675,2002-12-23,,CQR,Interim
,0.0,,2003-12-08,0.069,2003-06-24,,CQR,Final
,0.0,,2004-12-02,0.071,2003-12-23,,CQR,Interim
,0.0,,2004-08-18,0.07200000000000001,2004-06-24,,CQR,Final
,0.0,,2005-02-16,0.07400000000000001,2004-12-23,,CQR,Interim
,0.0,,2005-08-22,0.07400000000000001,2005-06-24,,CQR,Final
,0.0,,2006-02-20,0.076,2005-12-22,,CQR,Interim
,0.0,,2006-08-25,0.078,2006-06-26,,CQR,Final
,0.0,,2007-02-22,0.078,2006-12-21,,CQR,Interim
,0.0,,2007-08-28,0.078,2007-06-25,,CQR,Final
,0.0,,2008-02-22,0.078,2007-12-21,,CQR,Interim
,0.0,,2008-08-27,0.07200000000000001,2008-06-24,,CQR,Final
,0.0,,2009-02-20,0.04,2008-12-23,,CQR,Interim
,0.0,,2009-08-20,0.03,2009-06-24,,CQR,Final
,0.0,,2010-02-19,0.03,2009-12-23,,CQR,Interim
,0.0,,2010-08-20,0.023,2010-06-24,,CQR,Final
,0.0,,2011-02-22,0.12,2010-12-23,,CQR,Interim
,0.0,,2011-08-23,0.128,2011-06-24,,CQR,Final
,0.0,,2012-02-17,0.13,2011-12-22,,CQR,Interim
,0.0,,2012-08-21,0.131,2012-06-25,,CQR,Final
,0.0,,2013-02-15,0.133,2012-12-21,,CQR,Interim
,0.0,,2013-08-21,0.135,2013-06-24,,CQR,Final
,0.0,,2014-02-28,0.1365,2013-12-23,,CQR,Interim
,0.0,,2014-08-29,0.1365,2014-06-26,,CQR,Final
,0.0,,2015-02-27,0.13699999999999998,2014-12-29,,CQR,Interim
,0.0,,2015-08-31,0.138,2015-06-26,,CQR,Final
,0.0,,2016-02-29,0.14,2015-12-29,,CQR,Interim
,0.0,,2016-08-31,0.141,2016-06-29,,CQR,Final
,0.0,,2017-02-28,0.141,2016-12-29,,CQR,Interim
,0.0,DRP SUSPENDED,2017-08-31,0.14,2017-06-29,2017-06-30,CQR,Final
,0.0,DRP SUSPENDED,2018-02-28,0.14,2017-12-28,2017-12-29,CQR,Interim
,0.0,DRP SUSPENDED,2017-11-30,0.0325,2017-09-28,2017-09-29,CRR,Interim
,0.0,DRP SUSPENDED,2018-02-28,0.048799999999999996,2017-12-28,2017-12-29,CRR,Interim
,0.0,,2018-05-31,0.05,2018-03-28,2018-03-29,CRR,Interim
,0.0,,2016-09-29,0.04,2016-01-09,,CVF,Final
,0.0,,2017-03-30,0.02,2017-01-03,,CVF,Interim
,1.0,,2017-09-29,0.035,2017-04-09,,CVF,Final
,1.0,,2018-05-04,0.04,2018-05-03,,CVF,Interim
,1.0,,2005-03-24,0.02,2005-02-21,,CYA,Interim
,1.0,,2005-09-29,0.03,2005-08-30,,CYA,Final
,1.0,,2006-04-04,0.025,2006-01-03,,CYA,Interim
,1.0,,2006-09-29,0.045,2006-05-09,,CYA,Final
,1.0,,2007-03-26,0.03,2007-05-03,,CYA,Interim
,1.0,,2007-09-28,0.06,2007-05-09,,CYA,Final
,1.0,,2008-03-28,0.05,2008-07-03,,CYA,Interim
,1.0,,2008-09-29,0.05,2008-08-09,,CYA,Final
,1.0,,2009-03-27,0.045,2009-06-03,,CYA,Interim
,1.0,,2009-06-30,0.045,2009-10-06,,CYA,Interim
,1.0,,2011-09-02,0.062,2010-06-12,,CYA,Interim
,1.0,,2010-09-30,0.05,2010-07-09,,CYA,Final
,1.0,,2010-03-26,0.035,2010-09-03,,CYA,Interim
,1.0,,2012-03-16,0.013000000000000001,2012-02-27,,CYA,Interim
,1.0,,2012-08-15,0.013999999999999999,2012-07-26,,CYA,Final
,1.0,,2013-03-20,0.013999999999999999,2013-02-28,,CYA,Interim
,1.0,,2013-09-17,0.014499999999999999,2013-08-28,,CYA,Final
,1.0,,2014-03-21,0.03,2014-03-03,,CYA,Interim
,1.0,,2014-09-30,0.02,2014-10-09,,CYA,Final
,1.0,,2015-03-20,0.015,2015-04-03,,CYA,Interim
,1.0,,2015-09-30,0.0175,2015-10-09,,CYA,Final
,1.0,,2016-07-03,0.019,2016-02-18,,CYA,Interim
,1.0,,2016-09-30,0.016,2016-09-15,,CYA,Final
,1.0,,2017-10-05,0.027000000000000003,2017-04-21,,CYA,Interim
,1.0,,2018-03-28,0.0209,2018-06-03,,CYA,Interim
,0.75,,2017-11-16,0.023,2017-01-11,,D2O,Interim
,0.6,1.44C FRANKED@30%; N IL CFI; DRP,2018-04-18,0.024,2018-03-13,2018-03-14,D2O,Interim
,0.55,9.6644C FRANKED@30%;  0.549C CFI; DRP,2017-07-14,0.175784,2017-06-29,2017-06-30,DIV,Final
,0.89,29.981399C FR@30%; 1 .9539C CFI; DRP,2017-10-16,0.335879,2017-09-28,2017-09-29,DIV,Interim
,0.61,7.0248C FR@30%; 0.96 06C CFI; DRP,2018-01-15,0.11543699999999998,2017-12-28,2017-12-29,DIV,Interim
,1.0,,1995-09-27,0.1,1995-08-25,,DJW,Final
,1.0,,1996-09-13,0.1,1996-08-19,,DJW,Final
,1.0,,1997-03-27,0.09,1997-04-03,,DJW,Interim
,1.0,,1997-11-09,0.11,1997-08-18,,DJW,Final
,1.0,,1998-03-27,0.09,1998-06-03,,DJW,Interim
,1.0,,1998-11-09,0.11,1998-08-17,,DJW,Final
,1.0,,1999-03-15,0.09,1999-02-18,,DJW,Interim
,1.0,,1999-11-08,0.11,1999-07-15,,DJW,Final
,1.0,,2000-07-03,0.09,2000-02-16,,DJW,Interim
,1.0,,2000-08-16,0.115,2000-07-20,,DJW,Final
,1.0,,2001-06-29,0.115,2001-01-06,,DJW,Final
,1.0,,2001-08-03,0.1,2001-02-16,,DJW,Interim
,1.0,,2002-08-19,0.115,2002-07-31,,DJW,Final
,1.0,,2002-07-03,0.1,2002-12-02,,DJW,Interim
,1.0,,2003-07-03,0.1,2003-02-17,,DJW,Interim
,1.0,,2003-08-22,0.115,2003-05-08,,DJW,Final
,1.0,,2004-08-26,0.115,2004-03-08,,DJW,Final
,1.0,,2004-05-03,0.1,2004-10-02,,DJW,Interim
,1.0,,2005-03-16,0.1,2005-02-21,,DJW,Interim
,1.0,,2005-08-26,0.125,2005-08-08,,DJW,Final
,1.0,,2006-08-03,0.1,2006-02-16,,DJW,Interim
,1.0,,2006-10-08,0.13,2006-07-20,,DJW,Final
,1.0,,2007-12-03,0.1,2007-02-20,,DJW,Interim
,1.0,,2007-09-08,0.16,2007-07-20,,DJW,Final
,1.0,,2008-02-16,0.1,2008-01-25,,DJW,Interim
,1.0,,2008-08-15,0.16,2008-07-25,,DJW,Final
,1.0,,2009-02-20,0.1,2009-02-02,,DJW,Interim
,1.0,,2009-08-25,0.16,2009-04-08,,DJW,Final
,1.0,,2010-02-19,0.1,2010-01-29,,DJW,Interim
,1.0,,2010-08-24,0.16,2010-03-08,,DJW,Final
,1.0,,2011-02-18,0.1,2011-01-28,,DJW,Interim
,1.0,,2011-08-24,0.16,2011-02-08,,DJW,Final
,1.0,,2012-02-17,0.1,2012-01-27,,DJW,Interim
,1.0,,2012-08-24,0.16,2012-03-08,,DJW,Final
,1.0,,2013-02-19,0.1,2013-01-29,,DJW,Interim
,1.0,,2013-08-23,0.16,2013-06-08,,DJW,Final
,1.0,,2014-02-18,0.1,2014-01-28,,DJW,Interim
,1.0,,2014-08-22,0.16,2014-05-08,,DJW,Final
,1.0,,2015-02-17,0.1,2015-01-29,,DJW,Interim
,1.0,,2015-08-21,0.16,2015-04-08,,DJW,Final
,1.0,,2016-02-16,0.1,2016-01-28,,DJW,Interim
,1.0,,2016-08-26,0.14,2016-05-08,,DJW,Final
,1.0,,2017-02-21,0.1,2017-01-30,,DJW,Interim
,1.0,,2017-08-25,0.1,2017-04-08,,DJW,Final
,1.0,10C FRANKED @30%; 7. 14C LIC CG; DRP,2018-02-21,0.1,2018-01-29,2018-01-30,DJW,Interim
,1.0,,1992-04-11,0.018000000000000002,1992-10-15,,DUI,Final
,1.0,,1993-02-04,0.01,1993-03-15,,DUI,Interim
,1.0,,1993-10-14,0.02,1993-09-27,,DUI,Final
,1.0,,1994-04-15,0.01,1994-03-24,,DUI,Interim
,1.0,,1994-10-13,0.023,1994-09-26,,DUI,Final
,1.0,,1995-04-21,0.01,1995-03-04,,DUI,Interim
,1.0,,1995-10-16,0.026000000000000002,1995-09-21,,DUI,Final
,1.0,,1996-04-15,0.015,1996-03-25,,DUI,Interim
,1.0,,1996-09-10,0.03,1996-09-19,,DUI,Final
,1.0,,1997-09-15,0.035,1997-01-09,,DUI,Final
,1.0,,1997-04-18,0.015,1997-03-27,,DUI,Interim
,1.0,,1998-04-15,0.02,1998-03-30,,DUI,Interim
,1.0,,1998-08-10,0.035,1998-09-16,,DUI,Final
,1.0,,1999-04-15,0.02,1999-03-26,,DUI,Interim
,1.0,,1999-07-10,0.0375,1999-09-17,,DUI,Final
,1.0,,2000-04-14,0.0225,2000-03-27,,DUI,Interim
,1.0,,2000-09-10,0.0375,2000-11-09,,DUI,Final
,1.0,,2001-11-04,0.025,2001-03-26,,DUI,Interim
,1.0,,2001-06-20,0.0375,2001-04-06,,DUI,Final
,1.0,,2002-11-04,0.025,2002-03-22,,DUI,Interim
,1.0,,2002-09-10,0.04,2002-10-09,,DUI,Final
,1.0,,2003-11-04,0.025,2003-03-24,,DUI,Interim
,1.0,,2003-09-10,0.045,2003-09-15,,DUI,Final
,1.0,,2004-04-13,0.0275,2004-03-18,,DUI,Interim
,1.0,,2004-08-10,0.0475,2004-09-14,,DUI,Final
,1.0,,2005-12-04,0.035,2005-03-16,,DUI,Interim
,1.0,,2005-11-10,0.05,2005-09-14,,DUI,Final
,1.0,,2006-12-04,0.04,2006-03-16,,DUI,Interim
,1.0,,2006-10-16,0.055,2006-09-18,,DUI,Final
,1.0,,2007-12-04,0.055,2007-03-16,,DUI,Interim
,1.0,,2007-10-15,0.065,2007-09-13,,DUI,Final
,1.0,,2008-10-17,0.07,2008-09-15,,DUI,Final
,1.0,,2008-11-04,0.06,2008-12-03,,DUI,Interim
,1.0,,2009-09-21,0.07,2009-01-09,,DUI,Final
,1.0,,2009-03-25,0.06,2009-03-03,,DUI,Interim
,1.0,,2010-03-16,0.06,2010-02-24,,DUI,Interim
,1.0,,2010-09-24,0.07,2010-08-23,,DUI,Final
,1.0,,2011-03-15,0.06,2011-02-22,,DUI,Interim
,1.0,,2011-09-20,0.07,2011-08-18,,DUI,Final
,1.0,,2012-03-15,0.06,2012-02-22,,DUI,Interim
,1.0,,2012-09-21,0.07,2012-08-24,,DUI,Final
,1.0,,2013-03-15,0.06,2013-02-25,,DUI,Interim
