id,franking_percentage,notes,payable_date,dividend_per_share,ex_dividend_date,dividend_date,symbol,dividend_type
,0.33,,2011-12-21,0.04,2011-11-21,,AST,Interim
,0.33,,2012-06-29,0.04,2012-05-24,,AST,Final
,0.33,,2012-12-21,0.040999999999999995,2012-11-16,,AST,Interim
,0.33,,2013-06-28,0.040999999999999995,2013-05-23,,AST,Final
,0.33,,2013-12-23,0.0418,2013-11-18,,AST,Interim
,0.33,,2014-06-27,0.0418,2014-05-26,,AST,Final
,0.53,,2014-12-24,0.0418,2014-11-21,,AST,Interim
,0.53,,2015-06-26,0.0418,2015-09-06,,AST,Final
,1.0,,2015-12-24,0.0426,2015-11-20,,AST,Interim
,1.0,,2016-06-22,0.0426,2016-05-19,,AST,Final
,0.5,,2016-12-22,0.044000000000000004,2016-11-24,,AST,Interim
,0.0,,2017-06-27,0.054000000000000006,2017-05-24,,AST,Final
,0.0,UNFRANKED;NIL CFI;DR P NIL DISC,2017-12-21,0.0463,2017-11-20,2017-11-21,AST,Interim
,1.0,,2010-06-15,0.01,2010-05-19,,AUF,Interim
,1.0,,2010-10-21,0.015,2010-09-29,,AUF,Final
,1.0,,2011-02-05,0.01,2011-06-04,,AUF,Interim
,0.0,,2012-02-04,0.02,2012-09-03,,AUF,Interim
,0.0,,2012-11-22,0.01,2012-10-30,,AUF,Interim
,0.0,,2013-05-22,0.01,2013-04-30,,AUF,Interim
,0.0,,2013-02-12,0.01,2013-11-21,,AUF,Interim
,0.0,,2014-03-25,0.01,2014-06-03,,AUF,Interim
,0.0,,2014-02-10,0.01,2014-08-29,,AUF,Final
,0.0,,2015-03-24,0.01,2015-02-27,,AUF,Final
,0.0,,2015-09-23,0.011000000000000001,2015-08-26,,AUF,Final
,1.0,,2016-03-30,0.011000000000000001,2016-02-25,,AUF,Interim
,1.0,,2016-09-22,0.011000000000000001,2016-08-26,,AUF,Final
,1.0,,2017-03-31,0.011000000000000001,2017-02-27,,AUF,Interim
,1.0,,2017-06-20,0.05,2017-05-18,,AUF,Interim
,1.0,1.1C FRANKED @ 30%;  DRP,2017-09-25,0.011000000000000001,2017-08-29,2017-08-30,AUF,Final
,1.0,1.1C FRANKED @ 30%;  DRP,2018-03-29,0.011000000000000001,2018-02-27,2018-02-28,AUF,Interim
,1.0,,1997-04-18,0.04,1997-02-04,,AUI,Interim
,1.0,,1997-08-10,0.07,1997-09-16,,AUI,Final
,1.0,,1998-08-10,0.075,1998-09-16,,AUI,Final
,1.0,,1999-04-16,0.04,1999-03-25,,AUI,Interim
,1.0,,1999-07-10,0.08,1999-09-15,,AUI,Final
,1.0,,2000-09-10,0.08,2000-11-09,,AUI,Final
,1.0,,2001-11-04,0.05,2001-03-26,,AUI,Interim
,1.0,,2001-06-20,0.08,2001-04-06,,AUI,Final
,1.0,,2002-11-04,0.055,2002-03-22,,AUI,Interim
,1.0,,2002-09-10,0.08,2002-10-09,,AUI,Final
,1.0,,2003-11-04,0.06,2003-03-24,,AUI,Interim
,1.0,,2003-09-10,0.08,2003-09-15,,AUI,Final
,1.0,,2004-04-13,0.065,2004-03-18,,AUI,Interim
,1.0,,2004-08-10,0.085,2004-09-14,,AUI,Final
,1.0,,2005-12-04,0.08,2005-03-16,,AUI,Interim
,1.0,,2005-11-10,0.09,2005-09-14,,AUI,Final
,1.0,,2006-12-04,0.085,2006-03-16,,AUI,Interim
,1.0,,2006-10-16,0.11,2006-09-18,,AUI,Final
,1.0,,2007-12-04,0.105,2007-03-16,,AUI,Interim
,1.0,,2007-10-15,0.125,2007-09-13,,AUI,Final
,1.0,,2008-10-17,0.135,2008-09-15,,AUI,Final
,1.0,,2008-11-04,0.115,2008-12-03,,AUI,Interim
,1.0,,2009-09-21,0.135,2009-01-09,,AUI,Final
,1.0,,2009-03-25,0.115,2009-03-03,,AUI,Interim
,1.0,,2010-03-16,0.115,2010-02-24,,AUI,Interim
,1.0,,2010-09-24,0.14,2010-08-23,,AUI,Final
,1.0,,2011-03-15,0.12,2011-02-22,,AUI,Interim
,1.0,,2011-09-20,0.145,2011-08-18,,AUI,Final
,1.0,,2012-03-15,0.13,2012-02-22,,AUI,Interim
,1.0,,2012-09-21,0.15,2012-08-24,,AUI,Final
,1.0,,2013-03-15,0.135,2013-02-25,,AUI,Interim
,1.0,,2013-09-25,0.16,2013-08-23,,AUI,Final
,1.0,,2014-03-17,0.145,2014-02-21,,AUI,Interim
,1.0,,2014-09-25,0.175,2014-03-09,,AUI,Final
,1.0,,2015-09-25,0.185,2015-02-09,,AUI,Final
,1.0,,2015-03-17,0.155,2015-02-24,,AUI,Interim
,1.0,,2016-09-23,0.185,2016-01-09,,AUI,Final
,1.0,,2016-03-15,0.155,2016-02-23,,AUI,Interim
,1.0,,2017-03-15,0.155,2017-02-23,,AUI,Interim
,1.0,18.5C FRANKED@30%; D RP NIL DISCOUNT,2017-09-22,0.185,2017-08-30,2017-08-31,AUI,Final
,1.0,16C FRANKED@30%; DRP  NIL DISCOUNT,2018-03-14,0.16,2018-02-22,2018-02-23,AUI,Interim
,0.0,,2008-02-29,0.467,2007-12-21,,AUP,Interim
,0.0,,2008-01-09,0.478,2008-06-24,,AUP,Final
,0.0,,2009-02-27,0.3,2008-12-23,,AUP,Interim
,0.0,,2009-09-17,0.25,2009-06-24,,AUP,Final
,0.0,,2010-02-26,0.3,2009-12-23,,AUP,Interim
,0.0,,2010-04-21,0.11,2010-03-25,,AUP,Interim
,0.0,,2010-09-17,0.11,2010-06-24,,AUP,Final
,0.0,,2010-10-20,0.11,2010-09-24,,AUP,Interim
,0.0,,2011-02-25,0.11,2010-12-23,,AUP,Interim
,0.0,,2011-04-20,0.11,2011-03-25,,AUP,Interim
,0.0,,2011-05-08,0.11,2011-06-24,,AUP,Final
,0.0,,2011-10-20,0.106,2011-09-26,,AUP,Interim
,0.0,,2012-02-29,0.1,2011-12-22,,AUP,Interim
,0.0,,2012-02-29,0.1,2011-12-26,,AUP,Q2
,0.0,,2012-04-20,0.1,2012-03-26,,AUP,Interim
,0.0,,2012-09-14,0.1,2012-06-25,,AUP,Final
,0.0,,2012-12-10,0.102,2012-09-24,,AUP,Interim
,0.0,,2013-02-25,0.10400000000000001,2012-12-21,,AUP,Interim
,0.0,,2013-04-19,0.10800000000000001,2013-03-22,,AUP,Interim
,0.0,,2013-09-13,0.109,2013-06-24,,AUP,Final
,0.0,,2013-10-31,0.10800000000000001,2013-09-24,,AUP,Interim
,0.0,,2014-01-31,0.109,2013-12-23,,AUP,Interim
,0.0,,2014-04-30,0.106,2014-03-25,,AUP,Interim
,0.0,,2014-07-08,0.1057,2014-06-26,,AUP,Final
,0.0,,2014-10-17,0.10779999999999999,2014-09-26,,AUP,Interim
,0.0,,2015-01-19,0.10880000000000001,2014-12-29,,AUP,Interim
,0.0,,2015-04-21,0.1128,2015-03-27,,AUP,Interim
,0.0,,2015-07-21,0.11,2015-06-26,,AUP,Final
,0.0,,2015-10-21,0.10800000000000001,2015-09-28,,AUP,Interim
,0.0,,2016-01-19,0.1082,2015-12-29,,AUP,Interim
,0.0,,2016-12-10,0.11380000000000001,2016-03-10,,AUP,Q1
,0.0,,2016-04-15,0.1093,2016-03-30,,AUP,Interim
,0.0,,2016-07-21,0.1118,2016-06-29,,AUP,Final
,0.0,,2016-12-10,0.11380000000000001,2016-09-30,,AUP,Interim
,0.0,,2017-01-18,0.109,2016-12-30,,AUP,Interim
,0.0,,2017-12-04,0.1048,2017-03-30,,AUP,Interim
,0.0,DRP NIL DISCOUNT,2017-07-28,0.1,2017-06-29,2017-06-30,AUP,Final
,0.0,DRP NIL DISCOUNT,2017-12-10,0.0932,2017-09-28,2017-09-29,AUP,Interim
,0.0,DRP NIL DISCOUNT,2018-01-18,0.0895,2017-12-28,2017-12-29,AUP,Interim
,0.0,DRP NIL DISCOUNT,2018-04-19,0.0868,2018-03-28,2018-03-29,AUP,Interim
,0.0,,2007-01-19,0.154,2006-12-21,,AYF,Interim
,0.0,,2007-04-17,0.175,2007-03-26,,AYF,Interim
,0.34,,2007-07-17,0.22,2007-06-25,,AYF,Final
,0.0,,2007-10-22,0.175,2007-09-24,,AYF,Interim
,0.0,,2008-01-17,0.175,2007-12-21,,AYF,Interim
,0.0,,2008-04-21,0.175,2008-03-25,,AYF,Interim
,0.44,,2008-07-21,0.175,2008-06-24,,AYF,Final
,0.18,,2008-10-22,0.175,2008-09-24,,AYF,Interim
,0.42,,2009-01-22,0.175,2008-12-23,,AYF,Interim
,0.0,,2009-04-21,0.175,2009-03-25,,AYF,Interim
,0.28,,2009-07-17,0.175,2009-06-24,,AYF,Final
,0.07,,2009-10-15,0.125,2009-09-24,,AYF,Interim
,0.36,,2010-01-15,0.125,2009-12-23,,AYF,Interim
,0.17,,2010-04-16,0.125,2010-03-25,,AYF,Interim
,0.36,,2010-07-16,0.125,2010-06-24,,AYF,Final
,0.14,,2010-10-15,0.125,2010-09-24,,AYF,Interim
,0.36,,2011-01-17,0.125,2010-12-23,,AYF,Interim
,0.16,,2011-04-15,0.125,2011-03-25,,AYF,Interim
,0.4,,2011-07-15,0.125,2011-06-24,,AYF,Q4
,0.18,,2011-10-14,0.125,2011-09-26,,AYF,Interim
,0.35,,2012-01-16,0.125,2011-12-22,,AYF,Interim
,0.12,,2012-04-16,0.1125,2012-03-26,,AYF,Interim
,0.41,,2012-07-16,0.1125,2012-06-25,,AYF,Final
,0.12,,2012-10-16,0.1125,2012-09-24,,AYF,Interim
,0.4,,2013-01-15,0.1125,2012-12-21,,AYF,Interim
,0.11,,2013-04-15,0.1125,2013-03-22,,AYF,Interim
,0.39,,2013-05-07,0.1125,2013-06-24,,AYF,Final
,0.39,,2013-07-15,0.1125,2013-06-25,,AYF,Q4
,0.24,,2013-10-14,0.1,2013-09-24,,AYF,Interim
,0.26,,2014-01-15,0.1,2013-12-23,,AYF,Interim
,0.26,,2014-04-15,0.1,2014-03-25,,AYF,Interim
,0.28,,2014-07-15,0.1,2014-06-26,,AYF,Final
,0.0,,2014-10-15,0.1,2014-09-26,,AYF,Interim
,0.29,,2015-01-15,0.1,2014-12-23,,AYF,Q2
,0.29,,2015-01-15,0.1,2014-12-29,,AYF,Interim
,0.47,,2015-04-15,0.1,2015-03-27,,AYF,Interim
,0.31,,2015-07-15,0.1,2015-06-26,,AYF,Final
,0.45,,2015-10-15,0.1,2015-09-28,,AYF,Interim
,0.26,,2016-01-15,0.1,2015-12-29,,AYF,Interim
,0.32,,2016-04-15,0.1,2016-03-30,,AYF,Interim
,0.34,,2016-07-15,0.0875,2016-06-29,,AYF,Final
,0.37,,2016-10-17,0.0875,2016-09-29,,AYF,Interim
,0.42,,2017-01-16,0.0875,2016-12-29,,AYF,Interim
,0.45,,2017-04-18,0.0875,2017-03-30,,AYF,Interim
,0.4,3.53938C FRANKED@30% ; DRP NIL DISCOUNT,2017-07-17,0.0875,2017-06-29,2017-06-30,AYF,Final
,0.46,4.013625C FRANKED@30 %; DRP NIL DISCOUNT,2017-10-16,0.0875,2017-09-28,2017-09-29,AYF,Interim
,0.43,3.7695C FRANKED@30%;  DRP SUSPENDED,2018-01-15,0.0875,2017-12-28,2017-12-29,AYF,Interim
,0.5,4.3951C FRANKED@30%;  DRP SUSPENDED,2018-04-16,0.0875,2018-03-28,2018-03-29,AYF,Interim
,0.05,2.4C FRANKED @ 27.5% ; NIL CFI,2017-08-28,0.48,2017-08-10,2017-08-11,AYJ,Final
,0.05,2.6C FRANKED @ 30%;  NIL CFI,2017-11-30,0.52,2017-11-17,2017-11-20,AYJ,Interim
,0.0,UNFRANKED; NIL CFI S PECIAL,2018-03-09,0.53,2018-03-01,2018-03-02,AYJ,Interim
,1.0,,2013-11-25,0.9,2013-08-11,,AYK,Interim
,0.0,,2014-05-14,10.04,2014-01-05,,AYK,Capital Return
,1.0,,2014-05-14,0.75,2014-01-05,,AYK,Interim
,1.0,,2014-02-19,0.85,2014-04-02,,AYK,Interim
,1.0,,2014-08-18,0.85,2014-05-08,,AYK,Final
,0.0,,2014-05-12,5.02,2014-11-19,,AYK,Capital Return
,1.0,,2014-05-12,0.71,2014-11-19,,AYK,Interim
,1.0,,2015-12-02,0.93,2015-01-30,,AYK,Interim
,1.0,,2015-12-05,0.63,2015-04-29,,AYK,Interim
,1.0,,2015-08-18,0.56,2015-05-08,,AYK,Final
,1.0,,2015-10-12,0.43,2015-11-30,,AYK,Interim
,0.0,,2016-02-15,7.53,2016-02-02,,AYK,Capital Return
,1.0,,2016-02-15,0.62,2016-02-02,,AYK,Interim
,1.0,,2016-08-18,0.21,2016-05-08,,AYK,Final
,1.0,,2016-05-30,0.59,2016-05-18,,AYK,Interim
,1.0,,2016-11-30,0.37,2016-11-18,,AYK,Interim
,0.0,,2017-06-13,5.02,2017-01-06,,AYK,Capital Return
,1.0,,2017-06-13,0.45,2017-01-06,,AYK,Interim
,1.0,,2017-03-03,0.51,2017-02-21,,AYK,Interim
,0.0,,2017-08-28,4.51,2017-10-08,,AYK,Capital Return
,0.9,,2017-08-28,0.34,2017-10-08,,AYK,Final
,0.9,25.2C FRANKED @ 30%;  NIL CFI,2017-11-30,0.28,2017-11-17,2017-11-20,AYK,Interim
,1.0,,2018-09-03,0.28,2018-01-03,,AYK,Interim
,1.0,,2018-05-29,0.26,2018-05-21,,AYK,Interim
,1.0,,2015-10-12,0.53,2015-11-30,,AYZ,Interim
,0.0,,2016-02-15,7.41,2016-02-02,,AYZ,Capital Return
,1.0,,2016-02-15,0.89,2016-02-02,,AYZ,Interim
,1.0,,2016-08-18,0.71,2016-05-08,,AYZ,Final
,1.0,,2016-05-30,0.49,2016-05-18,,AYZ,Interim
,1.0,,2016-11-30,0.54,2016-11-18,,AYZ,Interim
,0.0,,2017-06-13,15.25,2017-01-06,,AYZ,Capital Return
,0.0,,2017-06-13,0.42,2017-01-06,,AYZ,Interim
,1.0,,2017-03-03,0.6,2017-02-21,,AYZ,Interim
,0.6,,2017-08-28,0.69,2017-10-08,,AYZ,Final
,1.0,44C FRANKED @ 30%,2017-11-30,0.44,2017-11-17,2017-11-20,AYZ,Interim
,1.0,,2018-09-03,0.53,2018-01-03,,AYZ,Interim
,1.0,,2018-05-29,0.33,2018-05-21,,AYZ,Interim
,1.0,,2015-06-11,0.03,2015-10-20,,BAF,Final
,1.0,,2016-09-23,0.05,2016-01-09,,BAF,Final
,1.0,,2017-03-21,0.01,2017-01-03,,BAF,Interim
,1.0,4C FRANKED @ 30%; DR P,2017-09-18,0.04,2017-08-25,2017-08-28,BAF,Final
,1.0,,2018-03-27,0.01,2018-01-03,,BAF,Interim
,1.0,,1987-06-11,0.03,1987-10-15,,BEL,Final
,1.0,,1988-03-31,0.01,1988-09-03,,BEL,Interim
,1.0,,1988-11-21,0.02,1988-10-24,,BEL,Final
,1.0,,1989-10-04,0.035,1989-03-23,,BEL,Interim
,1.0,,1990-04-30,0.02,1990-04-04,,BEL,Interim
,1.0,,1990-10-15,0.03,1990-12-09,,BEL,Final
,1.0,,1991-04-29,0.03,1991-03-04,,BEL,Interim
,1.0,,1991-10-31,0.03,1991-10-10,,BEL,Final
,1.0,,1992-10-30,0.035,1992-01-10,,BEL,Final
,1.0,,1992-03-04,0.03,1992-03-13,,BEL,Interim
,1.0,,1993-10-29,0.04,1993-01-10,,BEL,Final
,1.0,,1993-02-04,0.03,1993-12-03,,BEL,Interim
,1.0,,1994-03-31,0.04,1994-03-03,,BEL,Interim
,1.0,,1994-03-31,0.055,1994-03-03,,BEL,Special Cash
,1.0,,1994-10-31,0.04,1994-09-28,,BEL,Final
,1.0,,1995-03-31,0.03,1995-02-03,,BEL,Interim
,1.0,,1995-03-11,0.03,1995-11-10,,BEL,Final
,1.0,,1996-03-27,0.02,1996-01-03,,BEL,Interim
,1.0,,1996-09-25,0.03,1996-08-27,,BEL,Final
,1.0,,1997-03-26,0.02,1997-02-25,,BEL,Interim
,1.0,,1997-09-24,0.015,1997-08-26,,BEL,Final
,1.0,,1998-09-24,0.03,1998-01-09,,BEL,Final
,1.0,,1998-03-26,0.02,1998-02-25,,BEL,Interim
,1.0,,1999-03-26,0.02,1999-01-03,,BEL,Interim
,1.0,,1999-09-29,0.03,1999-08-09,,BEL,Final
,1.0,,2000-03-27,0.04,2000-02-29,,BEL,Interim
,1.0,,2000-09-29,0.12,2000-08-09,,BEL,Final
,1.0,,2001-03-26,0.04,2001-02-19,,BEL,Interim
,1.0,,2001-04-10,0.04,2001-09-17,,BEL,Final
,1.0,,2002-03-26,0.02,2002-02-26,,BEL,Interim
,1.0,,2002-03-10,0.035,2002-11-09,,BEL,Final
,1.0,,2004-09-27,0.01,2004-09-15,,BEL,Interim
,1.0,,2006-04-26,0.01,2006-05-04,,BEL,Interim
,1.0,,2006-08-31,0.01,2006-08-23,,BEL,Final
,1.0,,2007-08-03,0.01,2007-02-23,,BEL,Interim
,1.0,,2007-09-28,0.01,2007-09-18,,BEL,Final
,1.0,,2009-10-30,0.01,2009-10-22,,BEL,Interim
,1.0,,2010-03-15,0.01,2010-02-03,,BEL,Interim
,1.0,,2010-09-30,0.01,2010-09-16,,BEL,Final
,1.0,,2011-03-17,0.01,2011-04-03,,BEL,Interim
,0.0,,2011-10-14,0.05,2011-06-10,,BEL,Capital Return
,1.0,,2011-09-26,0.034,2011-08-30,,BEL,Final
,0.0,,2012-04-19,0.01,2012-10-04,,BEL,Capital Return
,0.0,,2012-11-30,0.01,2012-11-20,,BEL,Capital Return
,1.0,,2013-12-12,0.01,2013-02-12,,BEL,Capital Return
,1.0,,2014-03-21,0.01,2014-07-03,,BEL,Interim
,1.0,,2014-09-26,0.0095,2014-10-09,,BEL,Final
,1.0,,2015-09-25,0.005,2015-09-09,,BEL,Final
,1.0,,2015-03-20,0.0055000000000000005,2015-11-03,,BEL,Interim
,1.0,,2016-09-29,0.005,2016-09-21,,BEL,Final
,1.0,,2016-03-18,0.005,2016-10-03,,BEL,Interim
,1.0,,2017-03-31,0.005,2017-03-23,,BEL,Interim
,1.0,0.5C FRANKED@27.5%;  DRP,2017-08-31,0.005,2017-08-16,2017-08-17,BEL,Final
,1.0,,2018-01-25,0.005,2018-11-01,,BEL,Interim
,0.1,,2018-09-03,0.12,2018-08-02,,BHD,Interim
,1.0,,2004-08-31,0.02,2004-10-08,,BKI,Final
,1.0,,2005-02-28,0.021,2005-02-16,,BKI,Interim
,1.0,,2005-08-31,0.022000000000000002,2005-08-15,,BKI,Final
,1.0,,2006-10-03,0.025,2006-02-22,,BKI,Interim
,1.0,,2006-08-31,0.035,2006-08-17,,BKI,Final
,1.0,,2007-03-16,0.026000000000000002,2007-02-26,,BKI,Interim
,1.0,,2007-08-31,0.027000000000000003,2007-08-17,,BKI,Final
,1.0,,2008-07-03,0.03,2008-02-18,,BKI,Interim
,1.0,,2008-08-29,0.03,2008-08-18,,BKI,Final
,1.0,,2009-12-03,0.03,2009-02-20,,BKI,Interim
,1.0,,2009-04-09,0.03,2009-08-17,,BKI,Final
,1.0,,2010-12-03,0.03,2010-02-22,,BKI,Interim
,1.0,,2010-10-09,0.0325,2010-08-23,,BKI,Final
,1.0,,2011-07-03,0.03,2011-02-15,,BKI,Interim
,1.0,,2011-08-31,0.04,2011-11-08,,BKI,Final
,1.0,,2012-12-03,0.032,2012-02-24,,BKI,Interim
,1.0,,2012-08-30,0.032,2012-10-08,,BKI,Final
,1.0,,2013-08-29,0.034,2013-08-13,,BKI,Final
,1.0,,2013-02-28,0.0375,2013-12-02,,BKI,Interim
,1.0,,2014-02-27,0.0345,2014-11-02,,BKI,Interim
,1.0,,2014-08-28,0.035,2014-12-08,,BKI,Final
,1.0,,2015-08-27,0.0365,2015-05-08,,BKI,Final
,1.0,,2015-02-26,0.0355,2015-12-02,,BKI,Interim
,1.0,,2016-02-26,0.036000000000000004,2016-04-02,,BKI,Interim
,1.0,,2016-08-26,0.0365,2016-05-08,,BKI,Final
,1.0,,2017-08-23,0.037000000000000005,2017-04-08,,BKI,Final
,1.0,,2017-02-27,0.036000000000000004,2017-10-02,,BKI,Interim
,1.0,,2018-02-28,0.0362,2018-12-02,,BKI,Interim
,1.0,,2015-10-04,0.005,2015-03-24,,BST,Interim
,1.0,,2015-09-10,0.005,2015-09-23,,BST,Final
,1.0,,2016-07-04,0.01,2016-03-17,,BST,Interim
,1.0,,2016-09-23,0.015,2016-06-09,,BST,Final
,1.0,,2017-09-22,0.015,2017-05-09,,BST,Final
,1.0,,2017-04-13,0.01,2017-09-03,,BST,Interim
,1.0,,2018-03-23,0.0125,2018-08-03,,BST,Interim
,1.0,,2001-10-10,0.008,2001-09-20,,BTC,Final
,0.0,,2010-09-13,0.02,2010-03-09,,BTC,Final
,0.0,,2011-07-15,0.04,2011-05-07,,BTC,Interim
,0.0,,2011-05-16,0.02,2011-06-05,,BTC,Final
,0.0,,2012-12-11,0.01,2012-10-19,,BTC,Interim
,1.0,,2012-10-31,0.005,2012-06-09,,BWF,Final
,1.0,,2013-03-28,0.005,2013-04-03,,BWF,Interim
,1.0,,2013-10-31,0.006,2013-10-14,,BWF,Final
,1.0,,2014-11-04,0.012,2014-03-17,,BWF,Interim
,1.0,,2014-10-31,0.013000000000000001,2014-08-10,,BWF,Final
,1.0,,2015-04-30,0.013000000000000001,2015-07-04,,BWF,Interim
,1.0,,2015-06-11,0.017,2015-10-14,,BWF,Final
,1.0,,2016-06-04,0.017,2016-03-15,,BWF,Interim
,1.0,,2016-11-11,0.018000000000000002,2016-10-20,,BWF,Final
,1.0,,2017-07-04,0.018000000000000002,2017-03-16,,BWF,Interim
,1.0,1.8C FRANKED @ 30%,2017-10-20,0.018000000000000002,2017-09-28,2017-09-29,BWF,Final
,1.0,1.9C FRANKED @ 27.5%,2018-11-04,0.019,2018-03-20,2018-03-21,BWF,Interim
,0.0,,1999-02-15,0.025,1998-12-21,,BWP,Interim
,0.0,,1999-08-16,0.047,1999-06-24,,BWP,Final
,0.0,,2000-02-28,0.047,1999-12-21,,BWP,Interim
,0.0,,2000-08-22,0.048600000000000004,2000-06-26,,BWP,Final
,0.0,,2001-01-03,0.045,2000-12-20,,BWP,Interim
,0.0,,2001-08-27,0.046799999999999994,2001-06-25,,BWP,Final
,0.0,,2002-02-28,0.048,2001-12-17,,BWP,Interim
,0.0,,2002-08-30,0.049699999999999994,2002-06-24,,BWP,Final
,0.0,,2003-02-27,0.051500000000000004,2002-12-23,,BWP,Interim
,0.0,,2003-05-09,0.0535,2003-06-24,,BWP,Final
,0.0,,2004-02-25,0.055099999999999996,2003-12-23,,BWP,Interim
,0.0,,2004-08-27,0.0587,2004-06-24,,BWP,Final
,0.0,,2005-02-28,0.0579,2004-12-23,,BWP,Interim
,0.0,,2005-08-24,0.0617,2005-06-24,,BWP,Final
,0.0,,2006-01-03,0.0622,2005-12-22,,BWP,Interim
,0.0,,2006-08-30,0.0639,2006-06-26,,BWP,Final
,0.0,,2007-02-23,0.0642,2006-12-21,,BWP,Interim
,0.0,,2007-08-29,0.06559999999999999,2007-06-25,,BWP,Final
,0.0,,2008-02-29,0.0655,2007-12-21,,BWP,Interim
,0.0,,2008-08-29,0.0672,2008-06-24,,BWP,Final
,0.0,,2009-02-27,0.067,2008-12-23,,BWP,Interim
,0.0,,2009-08-31,0.0487,2009-06-24,,BWP,Final
,0.0,,2010-02-26,0.061,2009-12-23,,BWP,Interim
,0.0,,2010-08-27,0.059800000000000006,2010-06-24,,BWP,Final
,0.0,,2011-02-25,0.061799999999999994,2010-12-23,,BWP,Interim
,0.0,,2011-08-26,0.057999999999999996,2011-06-24,,BWP,Final
,0.0,,2012-02-24,0.0663,2011-12-22,,BWP,Interim
,0.0,,2012-08-29,0.08039999999999999,2012-06-25,,BWP,Final
,0.0,,2013-02-26,0.07,2012-12-21,,BWP,Interim
,0.0,,2013-08-28,0.07139999999999999,2013-06-24,,BWP,Final
,0.0,,2014-02-25,0.0683,2013-12-23,,BWP,Interim
,0.0,,2014-08-28,0.0788,2014-06-26,,BWP,Final
,0.0,,2015-02-26,0.0767,2014-12-29,,BWP,Interim
,0.0,,2015-08-27,0.0817,2015-06-26,,BWP,Final
,0.0,,2016-02-25,0.08289999999999999,2015-12-29,,BWP,Interim
,0.0,,2016-08-25,0.085,2016-06-29,,BWP,Final
,0.0,,2017-02-24,0.0863,2016-12-29,,BWP,Interim
,0.0,2.0774C TAX DEF; DRP  NIL DISCOUNT,2017-08-25,0.0888,2017-06-29,2017-06-30,BWP,Final
,0.0,0.6157C TAX DEF; DRP  NIL DISCOUNT,2018-02-23,0.08779999999999999,2017-12-28,2017-12-29,BWP,Interim
,0.0,,2014-10-31,0.0034999999999999996,2014-08-10,,BWR,Final
,0.0,,2014-07-04,0.0075,2014-11-03,,BWR,Interim
,0.0,,2015-10-04,0.055,2015-03-25,,BWR,Interim
,0.0,,2015-06-11,0.06,2015-10-14,,BWR,Final
,0.0,,2016-06-04,0.06,2016-03-15,,BWR,Interim
,0.0,,2016-09-11,0.04,2016-10-18,,BWR,Final
,0.0,,2017-07-04,0.045,2017-03-16,,BWR,Interim
,0.0,100% TAX DEFERRED,2017-10-18,0.065,2017-09-26,2017-09-27,BWR,Final
,0.0,100% TAX DEFERRED,2018-09-04,0.05,2018-03-16,2018-03-19,BWR,Interim
,1.0,,2004-09-15,0.01,2004-08-20,,CAM,Final
,1.0,,2005-06-05,0.01,2005-04-22,,CAM,Interim
,1.0,,2005-10-15,0.01,2005-09-26,,CAM,Final
,1.0,,2006-12-01,0.01,2005-12-20,,CAM,Interim
,1.0,,2006-04-13,0.02,2006-04-04,,CAM,Interim
,1.0,,2006-10-16,0.0225,2006-09-25,,CAM,Final
,1.0,,2006-12-15,0.02,2006-11-24,,CAM,Interim
,1.0,,2007-03-30,0.025,2007-08-03,,CAM,Interim
,1.0,,2007-10-15,0.0275,2007-09-25,,CAM,Final
,1.0,,2009-07-17,0.01,2009-07-07,,CAM,Final
,1.0,,2009-10-21,0.01,2009-12-10,,CAM,Interim
,1.0,,2010-04-16,0.01,2010-03-25,,CAM,Interim
,1.0,,2010-07-27,0.01,2010-05-07,,CAM,Final
,1.0,,2010-01-29,0.01,2010-08-01,,CAM,Interim
,1.0,,2010-10-18,0.01,2010-09-27,,CAM,Interim
,1.0,,2011-01-25,0.01,2010-12-31,,CAM,Interim
,1.0,,2011-04-28,0.01,2011-04-04,,CAM,Interim
,1.0,,2011-07-28,0.01,2011-05-07,,CAM,Final
,1.0,,2011-10-28,0.01,2011-07-10,,CAM,Interim
,1.0,,2012-01-19,0.01,2011-12-28,,CAM,Interim
,1.0,,2012-04-30,0.01,2012-02-04,,CAM,Interim
,1.0,,2012-07-30,0.01,2012-03-07,,CAM,Final
,1.0,,2012-10-26,0.01,2012-08-10,,CAM,Interim
,1.0,,2013-07-23,0.01,2013-06-24,,CAM,Final
,1.0,,2013-01-25,0.01,2013-07-01,,CAM,Interim
,1.0,,2013-10-23,0.01,2013-08-10,,CAM,Interim
,1.0,,2013-04-30,0.01,2013-09-04,,CAM,Interim
,1.0,,2014-10-23,0.0115,2014-01-10,,CAM,Interim
,1.0,,2014-01-23,0.01,2014-02-01,,CAM,Interim
,1.0,,2014-04-30,0.0115,2014-04-04,,CAM,Interim
,1.0,,2014-07-22,0.0115,2014-06-30,,CAM,Final
,1.0,,2015-04-23,0.0115,2015-01-04,,CAM,Interim
,1.0,,2015-07-23,0.012,2015-01-07,,CAM,Final
,1.0,,2015-10-23,0.012,2015-01-10,,CAM,Interim
,1.0,,2015-01-23,0.0115,2015-02-01,,CAM,Interim
,1.0,,2016-04-22,0.012,2016-01-04,,CAM,Interim
,1.0,,2016-01-22,0.012,2016-04-01,,CAM,Interim
,1.0,,2016-07-22,0.012,2016-04-07,,CAM,Final
